# BEAST v1.8.0, r5971
# Generated Tue Oct 22 09:46:35 BST 2013 [seed=12345]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
14000	-5624.963855777284	0.8712635668590802	-5625.835119344143	0.19473243628603473	0.283931647404225	4.152666622418465	0.25310314424779257	0.24458290902762334	0.2568334497033925	0.24548049702119154	1.0	-5625.835119344143	2.235535277396182
15000	-5615.167829464404	1.1332166917642608	-5616.301046156169	0.1927928060422038	0.15942740648394413	4.152666622418465	0.25889473598483675	0.24458290902762334	0.2568334497033925	0.23968890528414735	1.0	-5616.301046156169	1.920343558120825
16000	-5616.492899744604	1.5685010859773274	-5618.061400830581	0.18343816159313375	0.2908807791489252	4.152666622418465	0.25071341651677054	0.2489169286839175	0.26068074951516457	0.23968890528414735	1.0	-5618.061400830581	2.9569527550528116
17000	-5614.8949215066905	-0.0991580317772669	-5614.795763474914	0.18511347739630102	0.4578592649009322	4.152666622418465	0.2516119653586204	0.2489169286839175	0.26244019671374064	0.2370309092437214	1.0	-5614.795763474914	1.742942002738143
18000	-5611.830670334465	1.5849995452754335	-5613.415669879741	0.19294097719708914	0.2598246310728396	4.162501629277019	0.2516119653586204	0.2554145947628062	0.26244019671374064	0.23053324316483265	1.0	-5613.415669879741	2.863553522934914
19000	-5609.201645338372	1.2072252478698915	-5610.408870586242	0.17849248904390252	0.1430800635078119	4.162501629277019	0.250236329497503	0.2567902306239236	0.26244019671374064	0.23053324316483265	1.0	-5610.408870586242	1.8891766762151947
20000	-5610.630981151177	1.6972595758624573	-5612.32824072704	0.18904378229149293	0.2550672477008813	4.162501629277019	0.250236329497503	0.2555316264608334	0.26244019671374064	0.23179184732792285	1.0	-5612.32824072704	2.9573338728201772
21000	-5610.321145709523	1.147514508160314	-5611.4686602176835	0.19496041628203795	0.28063135220311974	4.273297692724419	0.25298834941337794	0.25277960654495846	0.26244019671374064	0.23179184732792285	1.0	-5611.4686602176835	2.5367579687872315
22000	-5611.433497194445	1.6989147560830058	-5613.132411950528	0.188107111017954	0.22066967354523304	3.502677324272432	0.25298834941337794	0.25277960654495846	0.26887745260539286	0.22535459143627062	1.0	-5613.132411950528	2.6040044832603972
23000	-5612.2693682047975	0.6616365003346356	-5612.931004705132	0.19313979112273316	0.16104282172532985	4.52590042633368	0.25298834941337794	0.25277960654495846	0.26887745260539286	0.22535459143627062	1.0	-5612.931004705132	1.5706222871218674
24000	-5613.440862166779	0.7118248675434433	-5614.152687034322	0.19053460324435073	0.38682592965879853	4.52590042633368	0.25298834941337794	0.25277960654495846	0.2732855554421218	0.2209464885995417	1.0	-5614.152687034322	2.497115148940358
25000	-5609.050491833852	1.3105401873401028	-5610.361032021192	0.1890612620695648	0.2602622878345837	4.52590042633368	0.261850248604564	0.25277960654495846	0.2732855554421218	0.2120845894083556	1.0	-5610.361032021192	2.69954559294147
26000	-5614.1022113932395	1.3252835032496213	-5615.427494896489	0.18769198303668475	0.21452138340751223	4.52590042633368	0.26296932919222504	0.25277960654495846	0.2732855554421218	0.21096550882069456	1.0	-5615.427494896489	2.521008409912714
27000	-5608.648543253545	1.553666707461929	-5610.202209961007	0.17685460279367035	0.19243473051827942	4.533484261498436	0.2632228428597724	0.25277960654495846	0.2732855554421218	0.21071199515314726	1.0	-5610.202209961007	2.6429606506549637
28000	-5610.98290262573	1.59976908556494	-5612.582671711295	0.17750969219317334	0.2369751588914609	4.533484261498436	0.26161692800416164	0.2543855214005692	0.2725345781468161	0.21146297244845297	1.0	-5612.582671711295	2.897261315605152
29000	-5611.748772586922	2.2693020746296524	-5614.018074661552	0.16875249872070944	0.20912936543733324	4.533484261498436	0.24994597330635812	0.2543855214005692	0.27985723134843965	0.21581127394463298	1.0	-5614.018074661552	3.4417920176963186
30000	-5612.062054633336	1.396332811312921	-5613.458387444649	0.17234555151881448	0.12707195901645535	4.533484261498436	0.24994597330635812	0.25414807107842047	0.2800946816705884	0.21581127394463298	1.0	-5613.458387444649	2.07062325294198
31000	-5609.982037635545	1.6279861680017162	-5611.610023803546	0.1896425928707294	0.15067409893757255	3.93834385508593	0.24994597330635812	0.25414807107842047	0.2800946816705884	0.21581127394463298	1.0	-5611.610023803546	2.292180708808149
32000	-5608.573891560617	1.6574103791547414	-5610.231301939772	0.18003693981627136	0.25436003203687585	3.93834385508593	0.2525530659199293	0.25414807107842047	0.27713202792068137	0.21616683508096882	1.0	-5610.231301939772	2.8452364131321417
33000	-5609.3836034945325	2.0556610237645607	-5611.439264518297	0.18721112157648714	0.2126554885239278	3.93834385508593	0.2525530659199293	0.25414807107842047	0.27713202792068137	0.21616683508096882	1.0	-5611.439264518297	3.0644097768873904
34000	-5609.341035395309	1.2502771762456275	-5610.591312571554	0.18200143602790342	0.14275283714647166	4.308908422227744	0.2525530659199293	0.2535907443671091	0.27768935463199274	0.21616683508096882	1.0	-5610.591312571554	1.9743170086936035
35000	-5613.273161686089	0.7432917136863033	-5614.016453399776	0.20088673589057832	0.30179506013473517	4.308908422227744	0.2525530659199293	0.2535907443671091	0.27768935463199274	0.21616683508096882	1.0	-5614.016453399776	2.215965001054462
36000	-5609.447469822871	0.5494051514303022	-5609.996874974302	0.1843546690934932	0.41208251961419845	4.308908422227744	0.26203422910488594	0.2535907443671091	0.27768935463199274	0.20668567189601217	1.0	-5609.996874974302	2.3335538802279836
37000	-5608.948705992329	-1.7183527752550212	-5607.2303532170745	0.20256419464858852	0.6214505718962348	4.308908422227744	0.26203422910488594	0.26210668540314414	0.2691734135959577	0.20668567189601217	1.0	-5607.2303532170745	0.4766287113749941
38000	-5609.936274792931	1.3123402587838757	-5611.248615051714	0.20742268365233452	0.26805405635190754	4.4697530010096065	0.26203422910488594	0.26210668540314414	0.2691734135959577	0.20668567189601217	1.0	-5611.248615051714	2.7143377612373643
39000	-5606.65559667561	1.192641210897374	-5607.848237886507	0.18043610342246524	0.35079567171377807	4.4697530010096065	0.26203422910488594	0.26210668540314414	0.2691734135959577	0.20668567189601217	1.0	-5607.848237886507	2.8636539724654018
40000	-5612.171504770573	-1.1745933947932954	-5610.99691137578	0.17783417095591753	0.5753474372251485	4.157832617442103	0.26203422910488594	0.25882512016688103	0.2724549788322208	0.20668567189601217	1.0	-5610.99691137578	0.8974997906042461
41000	-5609.413005446643	2.618778112752971	-5612.031783559396	0.17300301888334108	0.2010058002036714	4.157832617442103	0.26203422910488594	0.25882512016688103	0.2724549788322208	0.20668567189601217	1.0	-5612.031783559396	3.6392309655568127
42000	-5607.146327441459	1.6010881762724787	-5608.747415617731	0.18780167016121163	0.2522947773443733	4.318727660493704	0.26203422910488594	0.2682828884540575	0.2629972105450443	0.20668567189601217	1.0	-5608.747415617731	2.8975604482703154
43000	-5603.9287219663975	1.5294729610941895	-5605.458194927492	0.1946105070597798	0.2705781061034232	4.318727660493704	0.25389550222298424	0.2764216153359592	0.2629972105450443	0.20668567189601217	1.0	-5605.458194927492	2.895907881594801
44000	-5605.216862992667	1.8466741747831716	-5607.063537167451	0.18975724028935675	0.2313356636255168	4.318727660493704	0.24801140174426015	0.2776907232709796	0.27462652705074253	0.1996713479340177	1.0	-5607.063537167451	3.056418036626201
45000	-5603.631105689758	1.6317206841404857	-5605.262826373899	0.19203139419641604	0.2244882884999709	4.318727660493704	0.24801140174426015	0.2776907232709796	0.27462652705074253	0.1996713479340177	1.0	-5605.262826373899	2.8114183396699755
46000	-5605.069468620902	1.6597812980838826	-5606.729249918985	0.1786655197930346	0.28928311511546195	4.318727660493704	0.24801140174426015	0.2776907232709796	0.2774932711305332	0.19680460385422704	1.0	-5606.729249918985	3.0930612604887076
47000	-5607.607880989619	1.0201632097748004	-5608.628044199394	0.18040145401088423	0.16122336245306645	4.318727660493704	0.24801140174426015	0.27662837499980614	0.27855561940170664	0.19680460385422704	1.0	-5608.628044199394	1.868828074461045
48000	-5605.26151472252	1.640647186386055	-5606.902161908905	0.18090327306543877	0.2282901381363663	4.318727660493704	0.24801140174426015	0.27662837499980614	0.27855561940170664	0.19680460385422704	1.0	-5606.902161908905	2.837138658784934
49000	-5606.150307062272	-0.032675810628685964	-5606.117631251644	0.20242508375185914	0.43563776958252004	4.061676708484106	0.24801140174426015	0.2843077685400673	0.2708762258614455	0.19680460385422704	1.0	-5606.117631251644	1.7316673178715951
50000	-5610.099319397245	1.8449083039422087	-5611.944227701188	0.16840351188904168	0.238083050826867	4.061676708484106	0.24801140174426015	0.2843077685400673	0.2708762258614455	0.19680460385422704	1.0	-5611.944227701188	3.005059903967524
51000	-5608.996093993649	0.01796052128846304	-5609.014054514938	0.1733928845587162	0.4388364218428593	4.3974430797158774	0.24801140174426015	0.2843077685400673	0.2708762258614455	0.19680460385422704	1.0	-5609.014054514938	1.891479987444559
52000	-5604.293313541548	1.1454949690756344	-5605.438808510624	0.1813143027718258	0.13932937435295092	4.3974430797158774	0.24801140174426015	0.2843077685400673	0.2708762258614455	0.19680460385422704	1.0	-5605.438808510624	1.8717284367052107
53000	-5608.957974818897	1.5523010137688547	-5610.510275832666	0.17809075422250792	0.2999708621237595	4.240123078782412	0.24801140174426015	0.2843077685400673	0.2708762258614455	0.19680460385422704	1.0	-5610.510275832666	2.998157399158143
54000	-5606.328624637705	-0.9820961048538699	-5605.346528532851	0.19431977596248967	0.5427349045903093	4.240123078782412	0.24631951514999817	0.2828602510863966	0.2708762258614455	0.1999440079021597	1.0	-5605.346528532851	1.0566959323990162
55000	-5606.238215440709	0.42719244589403305	-5606.665407886603	0.18225850928817403	0.38449117709284386	4.051396257416969	0.25039994338133775	0.2799372597642322	0.2724366630537329	0.1972261338006971	1.0	-5606.665407886603	2.0634617157120663
56000	-5605.029801412387	2.2570127347111897	-5607.286814147098	0.1851464498056772	0.19367636939742414	4.051396257416969	0.25762540449798277	0.2727117986475872	0.2724366630537329	0.1972261338006971	1.0	-5607.286814147098	3.2075497293769835
57000	-5603.956665494397	1.685288022905604	-5605.641953517303	0.1973721628092022	0.22389229921399728	3.9189792282745306	0.2544102963382923	0.27592690680727766	0.2724366630537329	0.1972261338006971	1.0	-5605.641953517303	2.739437570374791
58000	-5609.980439826677	0.21261646016325142	-5610.19305628684	0.19197359273765963	0.40521809528323777	4.398077678469869	0.2619140231223113	0.27592690680727766	0.2724366630537329	0.1897224070166781	1.0	-5610.19305628684	2.006623357808044
59000	-5605.909875703651	0.5002743286993752	-5606.41015003235	0.19841692582621534	0.3792503337510977	4.398077678469869	0.25536011484395416	0.2775979966014361	0.2724366630537329	0.1946052255008769	1.0	-5606.41015003235	2.228052295565746
60000	-5606.078780361097	1.9031198460434664	-5607.981900207141	0.1821598550644646	0.27650575140755984	4.398077678469869	0.25536011484395416	0.2775979966014361	0.2724366630537329	0.1946052255008769	1.0	-5607.981900207141	3.314932936149046
61000	-5612.598030966729	1.4215000271891907	-5614.019530993918	0.2090021180196092	0.2790781863453776	4.398077678469869	0.25536011484395416	0.2775979966014361	0.2760070036474393	0.1910348849071705	1.0	-5614.019530993918	2.842573476157186
62000	-5605.784322170811	1.495535491759541	-5607.27985766257	0.19513086797245507	0.27705971067046836	4.637279120848824	0.25396434946598717	0.27899376197940307	0.2706387124876012	0.19640317606700858	1.0	-5607.27985766257	2.979516741539506
63000	-5605.263445076902	1.3323026237225615	-5606.595747700624	0.19008236818411445	0.1718368810640754	4.6131468356458125	0.25396434946598717	0.27899376197940307	0.2752805430285302	0.1917613455260795	1.0	-5606.595747700624	2.331604056795612
64000	-5610.116796473415	0.05762807490494293	-5610.17442454832	0.19713168274422235	0.13240589580500545	4.6131468356458125	0.2579350879747673	0.27899376197940307	0.2711879090607092	0.19188324098512036	1.0	-5610.17442454832	0.7962560198152984
65000	-5603.8294932179315	1.0659463917434386	-5604.895439609675	0.18751009745838365	0.1649803954695813	4.372763084097079	0.25701561731967243	0.27899376197940307	0.2711879090607092	0.1928027116402152	1.0	-5604.895439609675	1.9538151013007248
66000	-5607.407764034831	1.0099729829159194	-5608.417737017748	0.18924318558934639	0.2904343024932866	4.178443994581709	0.25701561731967243	0.27899376197940307	0.2711879090607092	0.1928027116402152	1.0	-5608.417737017748	2.404767307036124
67000	-5605.286624340401	1.0559343729310473	-5606.342558713332	0.2029786442918319	0.3173821234229383	4.178443994581709	0.25701561731967243	0.2798925244696081	0.2702891465705042	0.1928027116402152	1.0	-5606.342558713332	2.539457784130315
68000	-5604.656610256069	1.3550222951510202	-5606.01163255122	0.19301666425663766	0.16106761248494442	4.209208241005812	0.25701561731967243	0.2798925244696081	0.2702891465705042	0.1928027116402152	1.0	-5606.01163255122	2.1696347886869374
69000	-5605.860936328504	0.991029361739044	-5606.851965690244	0.19156943000723922	0.334566072660173	4.014451222958603	0.2663253059740105	0.2798925244696081	0.26097945791616617	0.1928027116402152	1.0	-5606.851965690244	2.4767384173123466
70000	-5607.020494866121	1.6288074963032397	-5608.649302362424	0.18549869586057385	0.23981994660254397	4.014451222958603	0.2663253059740105	0.28637202532080586	0.2544999570649684	0.1928027116402152	1.0	-5608.649302362424	2.781570584471658
71000	-5607.835809163786	1.883970650202984	-5609.719779813989	0.1996498395627858	0.2578818908517065	3.466089684893237	0.2663253059740105	0.28637202532080586	0.2544999570649684	0.1928027116402152	1.0	-5609.719779813989	2.9327261046537143
72000	-5606.503659653087	1.8568414028901103	-5608.360501055978	0.1929204874472116	0.15126657223623327	3.466089684893237	0.2663253059740105	0.28637202532080586	0.2581901865535501	0.1891124821516335	1.0	-5608.360501055978	2.3721388240451327
73000	-5609.4402456174175	-0.27049929476211876	-5609.169746322656	0.18885752989756613	0.11031871290386279	3.466089684893237	0.2598232075928121	0.28637202532080586	0.2581901865535501	0.1956145805328319	1.0	-5609.169746322656	-0.07087196653669503
74000	-5603.118800356534	1.5277831857946111	-5604.646583542329	0.1855313221884254	0.29170677608084666	4.018865466626199	0.2598232075928121	0.28637202532080586	0.2581901865535501	0.1956145805328319	1.0	-5604.646583542329	2.8777805681794457
75000	-5604.925180984985	1.3885889704503145	-5606.313769955435	0.18479836484606796	0.25774465183956446	4.018865466626199	0.2598232075928121	0.28637202532080586	0.2581901865535501	0.1956145805328319	1.0	-5606.313769955435	2.6148066198806683
76000	-5605.627023477056	1.6721790437553936	-5607.299202520811	0.1812881319872052	0.1736401219680786	4.018865466626199	0.2598232075928121	0.27832014882293754	0.2662420630514184	0.1956145805328319	1.0	-5607.299202520811	2.5034122127643776
77000	-5605.61672821448	0.8980899221945624	-5606.514818136674	0.19280685576973966	0.3436301089287409	4.018865466626199	0.2572313190058108	0.27832014882293754	0.2662420630514184	0.19820646911983314	1.0	-5606.514818136674	2.411904012472644
78000	-5603.222896088777	1.3017883064059188	-5604.524684395183	0.1826747189504193	0.2708321712696158	4.5065231635136955	0.2572313190058108	0.2852375898821044	0.25932462199225154	0.19820646911983314	1.0	-5604.524684395183	2.724918457804959
79000	-5603.361677967228	1.5666735061518315	-5604.928351473381	0.18457492639946416	0.258173325571627	4.5065231635136955	0.2572313190058108	0.29113459587060103	0.25932462199225154	0.1923094631313365	1.0	-5604.928351473381	2.9419354866242493
80000	-5605.183263173393	1.9186930834159952	-5607.101956256809	0.18953919192704768	0.2196331196800191	4.34944383557999	0.2572313190058108	0.29113459587060103	0.25932462199225154	0.1923094631313365	1.0	-5607.101956256809	3.0857288225024133
81000	-5606.556482625064	1.0612601868479978	-5607.617742811912	0.20436711221962134	0.28129420507066716	4.34944383557999	0.25664947120297527	0.29113459587060103	0.25932462199225154	0.19289131093417206	1.0	-5607.617742811912	2.4757385242086913
82000	-5602.945267855117	1.095214460059864	-5604.040482315177	0.18693009765705257	0.32230417728998884	4.34944383557999	0.25664947120297527	0.29113459587060103	0.25932462199225154	0.19289131093417206	1.0	-5604.040482315177	2.6457874322801342
83000	-5606.378994271533	1.3631845772174453	-5607.74217884875	0.19909846878619478	0.21580005872536392	4.34944383557999	0.2555429318334625	0.29113459587060103	0.25932462199225154	0.19399785030368485	1.0	-5607.74217884875	2.5126141247780414
84000	-5609.18083757805	1.4487264173320584	-5610.629563995382	0.20898441606257692	0.303679963011955	4.34944383557999	0.2555429318334625	0.29113459587060103	0.25932462199225154	0.19399785030368485	1.0	-5610.629563995382	2.9397780335621464
85000	-5606.157014275708	1.7784808890833403	-5607.935495164792	0.1843183347687306	0.2564038130976909	4.3330778774637535	0.2524309225501872	0.29424660515387635	0.25932462199225154	0.19399785030368485	1.0	-5607.935495164792	3.0954122969112876
86000	-5606.166995334556	1.3338987678499334	-5607.500894102406	0.189296419176053	0.31407622299835125	4.3330778774637535	0.2524309225501872	0.2882162271278812	0.26535500001824674	0.19399785030368485	1.0	-5607.500894102406	2.853712283918106
87000	-5607.072144242432	1.2163796674668221	-5608.288523909899	0.17404987545652062	0.33018644991879725	4.298876845032884	0.24943222837384074	0.2882162271278812	0.2720465894506108	0.19030495504766726	1.0	-5608.288523909899	2.775945980322847
88000	-5605.828523513719	1.5333186385250952	-5607.361842152244	0.18756352555519976	0.2046665234685542	4.101660480167522	0.24943222837384074	0.2784461896980357	0.27183478605748973	0.20028679587063375	1.0	-5607.361842152244	2.5545771218304996
89000	-5606.209286647253	0.3316799924756051	-5606.540966639729	0.1933594533377406	0.4233218743385669	3.8904349114735384	0.24726578253877124	0.27916011904136273	0.2732873025492322	0.20028679587063375	1.0	-5606.540966639729	2.013792501539339
90000	-5606.415599213351	1.7214749534050917	-5608.137074166756	0.17375619721520363	0.14733668141266143	4.294525431936236	0.24078200541228356	0.2852491880991411	0.2736820106179415	0.20028679587063375	1.0	-5608.137074166756	2.4727946021337344
91000	-5604.23973210615	0.5188800563011213	-5604.758612162451	0.186979235257051	0.3883204636127638	3.8922827969111475	0.24594454556695225	0.28008664794447247	0.2736820106179415	0.20028679587063375	1.0	-5604.758612162451	2.115274580713116
92000	-5604.811905682755	1.9135117247510638	-5606.725417407507	0.17716584403595406	0.21847229196673557	4.649880147704894	0.24594454556695225	0.2940839647224302	0.2651829693722897	0.1947885203383278	1.0	-5606.725417407507	3.1635627668594286
93000	-5607.190992694146	0.3759126686792982	-5607.566905362825	0.19667655265830877	0.40547515414960417	3.684940223288565	0.24594454556695225	0.2940839647224302	0.2651829693722897	0.1947885203383278	1.0	-5607.566905362825	1.949175995695684
94000	-5605.21713989325	2.509879076531938	-5607.727018969782	0.17228782666576575	0.20227495228204928	3.684940223288565	0.24594454556695225	0.2940839647224302	0.2651829693722897	0.1947885203383278	1.0	-5607.727018969782	3.387710725791772
95000	-5609.919800835006	1.6662964685495252	-5611.586097303555	0.1942781918114276	0.2049249123261211	3.684940223288565	0.24594454556695225	0.2940839647224302	0.2651829693722897	0.1947885203383278	1.0	-5611.586097303555	2.5571438267268225
96000	-5610.132369634538	1.6154135524883126	-5611.7477831870265	0.17434765846287442	0.2620230952758903	3.684940223288565	0.24216102478397067	0.2953043114353463	0.2689664901552713	0.1935681736254117	1.0	-5611.7477831870265	2.75204992974469
97000	-5606.865626299682	-0.8052579035437664	-5606.060368396138	0.1889567493281292	0.535911089851975	4.16232584549149	0.24473094528328482	0.2953043114353463	0.27084203423670483	0.18912270904466402	1.0	-5606.060368396138	1.1972036890149258
98000	-5607.709032118106	1.799021807650232	-5609.508053925756	0.17744449537558435	0.18333829716945638	4.16232584549149	0.2429248521442709	0.2953043114353463	0.27084203423670483	0.19092880218367794	1.0	-5609.508053925756	2.7288481947007295
99000	-5607.199446537528	0.30718882010560966	-5607.506635357634	0.18231884950233385	0.43444346521191435	3.9675364499061074	0.2429248521442709	0.2953043114353463	0.26101082483098603	0.20076001158939674	1.0	-5607.506635357634	2.039484860166404
100000	-5607.009534975395	0.8380679802742554	-5607.847602955669	0.18621968425697696	0.3004138559465112	4.691268984229002	0.24027020120337272	0.2953043114353463	0.2636654757718842	0.20076001158939674	1.0	-5607.847602955669	2.4185523536408793
101000	-5607.088448005663	2.008241434841649	-5609.096689440505	0.1847279537082178	0.2401632838454408	4.574133757158747	0.24027020120337272	0.2953043114353463	0.2636654757718842	0.20076001158939674	1.0	-5609.096689440505	3.3309715657012475
102000	-5609.429969008937	1.3608480816011383	-5610.790817090538	0.2053951991436521	0.2036788751955005	4.574133757158747	0.25327192321102154	0.2922194868725638	0.24231265261329626	0.21219593730311836	1.0	-5610.790817090538	2.518803783479144
103000	-5609.193508813763	-1.1471699308980818	-5608.046338882866	0.19253285547799937	0.5392963779734469	4.574133757158747	0.25327192321102154	0.2922194868725638	0.24231265261329626	0.21219593730311836	1.0	-5608.046338882866	0.9845064447541378
104000	-5609.4104212655375	1.3584406259022463	-5610.76886189144	0.17527587184490068	0.1436960770941947	4.829943077512811	0.25327192321102154	0.2922194868725638	0.24231265261329626	0.21219593730311836	1.0	-5610.76886189144	2.2410417791465633
105000	-5607.621060255652	1.1233601256865706	-5608.744420381338	0.19856279497875798	0.29958798176220547	4.829943077512811	0.25327192321102154	0.2922194868725638	0.24231265261329626	0.21219593730311836	1.0	-5608.744420381338	2.7406689220535676
106000	-5608.074691700304	2.65762854082857	-5610.732320241133	0.17985470690549724	0.19909892354364003	3.4265587030304565	0.25327192321102154	0.2896421905088174	0.24231265261329626	0.2147732336668648	1.0	-5610.732320241133	3.434471501495375
107000	-5610.053239910891	1.8691930081496555	-5611.92243291904	0.17883068974633712	0.17813770893548853	3.4265587030304565	0.25645232806782303	0.2896421905088174	0.23913224775649478	0.2147732336668648	1.0	-5611.92243291904	2.534791061259976
108000	-5604.130844486011	1.4711116025291817	-5605.60195608854	0.18839158440321221	0.1726431267769444	4.013692018496626	0.25645232806782303	0.27243869629776324	0.25633574196754894	0.2147732336668648	1.0	-5605.60195608854	2.29497656372615
109000	-5608.660376369445	1.4167766354001359	-5610.077153004845	0.18253015832996358	0.254378035462718	4.013692018496626	0.2607749073429264	0.27429835732398816	0.25015350166622063	0.2147732336668648	1.0	-5610.077153004845	2.628236472855991
110000	-5606.305482690851	1.4012254376153965	-5607.706708128467	0.18166323142335686	0.16665176910394047	4.013692018496626	0.2607749073429264	0.27429835732398816	0.25015350166622063	0.2147732336668648	1.0	-5607.706708128467	2.1897702063052344
111000	-5605.10194027171	1.6841782928723985	-5606.7861185645825	0.19539944177822566	0.23117933274964242	4.013692018496626	0.2607749073429264	0.27429835732398816	0.25015350166622063	0.2147732336668648	1.0	-5606.7861185645825	2.8000103827609415
112000	-5608.380607087963	1.1549630077614221	-5609.535570095724	0.20304174838231742	0.2853428424166893	4.013692018496626	0.2607749073429264	0.27429835732398816	0.25015350166622063	0.2147732336668648	1.0	-5609.535570095724	2.481292769213687
113000	-5603.942019992143	0.7698932983951869	-5604.711913290538	0.1862429840990122	0.3793862175344788	3.9191960268457278	0.2607749073429264	0.27429835732398816	0.25015350166622063	0.2147732336668648	1.0	-5604.711913290538	2.3515007180247007
114000	-5605.190779732727	1.0495295106110702	-5606.240309243338	0.1853389470697226	0.3457162800576176	3.9191960268457278	0.2607749073429264	0.27429835732398816	0.25015350166622063	0.2147732336668648	1.0	-5606.240309243338	2.5382006392445318
115000	-5604.795994407633	1.458717962269119	-5606.254712369902	0.1940015431610047	0.21815161188773824	3.9191960268457278	0.2607749073429264	0.27429835732398816	0.25015350166622063	0.2147732336668648	1.0	-5606.254712369902	2.4869609405007655
116000	-5603.00823402004	1.8952184280110194	-5604.90345244805	0.17770724313695282	0.26667860990026954	3.9191960268457278	0.2661844309977608	0.27429835732398816	0.2534129312104404	0.20610428046781065	1.0	-5604.90345244805	3.1243153429269124
117000	-5605.223872975503	2.3746424811260556	-5607.598515456629	0.17641176868931963	0.1896683456372275	3.9191960268457278	0.2661844309977608	0.27429835732398816	0.2534129312104404	0.20610428046781065	1.0	-5607.598515456629	3.2629721685554425
118000	-5603.400230580933	1.816830973206506	-5605.217061554139	0.18376814759638604	0.21700382888399755	4.051877780767287	0.2661844309977608	0.27429835732398816	0.2534129312104404	0.20610428046781065	1.0	-5605.217061554139	2.8812436032880937
119000	-5603.579465743918	1.8942407279847935	-5605.473706471903	0.18881784947505087	0.168041002197078	4.051877780767287	0.2661844309977608	0.27429835732398816	0.2534129312104404	0.20610428046781065	1.0	-5605.473706471903	2.702946370377054
120000	-5607.268254052723	1.3297350830668604	-5608.59798913579	0.18324710784295856	0.22941113229088803	4.051877780767287	0.2661844309977608	0.27429835732398816	0.2534129312104404	0.20610428046781065	1.0	-5608.59798913579	2.449748446513914
